clubName,leagueName,countryName,clubLogo,countryFlag
Torquay United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Torquay+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Wrexham,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wrexham.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Boston United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Boston+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Fredrikstad FK,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fredrikstad+FK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Leixões SC,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Leixões+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Slovan Liberec,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Slovan+Liberec.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
1. FC Slovácko,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/1.+FC+Slovácko.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
FC Dordrecht,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Dordrecht.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Go Ahead Eagles,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Go+Ahead+Eagles.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Torpedo Moscow,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Torpedo+Moscow.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
FC Schaffhausen,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Schaffhausen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
Ankaraspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ankaraspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Gaziantepspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gaziantepspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Atlante,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlante.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Serbia,,Serbia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Serbia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Serbia.png
Spartak Nalchik,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Spartak+Nalchik.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Mordovia Saransk,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mordovia+Saransk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Jaguares de Chiapas,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jaguares+de+Chiapas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
SC Fortuna Köln,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Fortuna+Köln.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
FC Tom Tomsk,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Tom+Tomsk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
GFC Ajaccio,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/GFC+Ajaccio.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
FC Libourne-Saint-Seurin,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Libourne-Saint-Seurin.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Chacarita Juniors,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chacarita+Juniors.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Viktoria Žižkov,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Viktoria+Žižkov.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
Quilmes Atlético Club,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Quilmes+Atlético+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
FSV Frankfurt,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FSV+Frankfurt.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
SV Werder Bremen II,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Werder+Bremen+II.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
VfL Sportfreunde Lotte,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/VfL+Sportfreunde+Lotte.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Sevilla Atlético,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sevilla+Atlético.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
UTA Arad,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UTA+Arad.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Mamelodi Sundowns FC,South African Premier Division,South Africa,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mamelodi+Sundowns+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/South+Africa.png
Santiago Wanderers,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Santiago+Wanderers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Avispa Fukuoka,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Avispa+Fukuoka.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
UCAM Murcia CF,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UCAM+Murcia+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Ohod Club,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ohod+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Al Adalah,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Adalah.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
CSA - AL,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CSA+-+AL.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
FC Helsingør,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Helsingør.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Athlone Town,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Athlone+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Sporting Fingal,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sporting+Fingal.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
CD Trofense,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Trofense.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Bohemians Praha,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bohemians+Praha.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
Grêmio Barueri,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grêmio+Barueri.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Gold Coast United,Australian Hyundai A-League,Australia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gold+Coast+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Australia.png
North Queensland Fury FC,Australian Hyundai A-League,Australia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/North+Queensland+Fury+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Australia.png
Rangers de Talca,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rangers+de+Talca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Cosenza,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cosenza.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
AFC Eskilstuna,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AFC+Eskilstuna.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Ranheim Fotball,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ranheim+Fotball.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Volga Nizhny Novgorod,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Volga+Nizhny+Novgorod.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
FK Ústí nad Labem,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FK+Ústí+nad+Labem.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
FC Hradec Králové,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Hradec+Králové.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
Varese,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Varese.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Gubbio,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gubbio.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Nocera Inferiore,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nocera+Inferiore.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Omiya Ardija,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Omiya+Ardija.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Sandnes Ulf,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sandnes+Ulf.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Hajer,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hajer.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Al Shoulla,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Shoulla.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
FC Vestsjælland,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Vestsjælland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
V-Varen Nagasaki,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/V-Varen+Nagasaki.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Latina,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Latina.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Miedź Legnica,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Miedź+Legnica.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Sandecja Nowy Sącz,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sandecja+Nowy+Sącz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bruk-Bet+Termalica+Nieciecza.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Zawisza Bydgoszcz,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Zawisza+Bydgoszcz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
FC Arouca,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Arouca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Deportes Quindío,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportes+Quindío.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Patriotas Boyacá FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Patriotas+Boyacá+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Deportes Iquique,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportes+Iquique.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
CD Universidad de Concepción,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Universidad+de+Concepción.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Suwon FC,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Suwon+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Deportivo Ñublense,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+Ñublense.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Deportivo San Marcos de Arica,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+San+Marcos+de+Arica.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Curicó Unido,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Curicó+Unido.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
San Luis de Quillota,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/San+Luis+de+Quillota.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Al Orobah,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Orobah.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Al Nahdha Dammam,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Nahdha+Dammam.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Jaguares de Chiapas,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jaguares+de+Chiapas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
AC Barnechea,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AC+Barnechea.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Club Deportes Temuco,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Deportes+Temuco.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Unión Magdalena,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Unión+Magdalena.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Uniautónoma FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Uniautónoma+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Fortaleza CEIF,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fortaleza+CEIF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Al Khaleej,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Khaleej.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
UE Llagostera,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UE+Llagostera.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Jaguares de Córdoba,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jaguares+de+Córdoba.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Club Atlético Temperley,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlético+Temperley.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Albirex Niigata,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Albirex+Niigata.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Nueva Chicago,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nueva+Chicago.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Cortuluá,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cortuluá.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Vicenza,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vicenza.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Osmanlıspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Osmanlıspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
